,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
2 May 2003,3.8000,6.1162,4.2608,3.1966,2.8201,0.0000,0.0000,2.1473,48.7234
5 May 2003,3.8000,6.0901,4.2608,3.1927,2.8177,0.0000,0.0000,2.1533,48.7234
6 May 2003,3.8000,6.1162,4.3085,3.2100,2.8417,0.0000,0.0000,2.1772,48.7234
7 May 2003,3.8000,6.1237,4.3346,3.2295,2.8596,0.0000,0.0000,2.1801,48.7234
8 May 2003,3.8000,6.0606,4.3066,3.2688,2.8653,0.0000,0.0000,2.1872,48.7234
9 May 2003,3.8000,6.1087,4.3764,3.2389,2.8977,0.0000,0.0000,2.1829,48.7234
12 May 2003,3.8000,6.1275,4.4111,3.2656,2.9180,0.0000,0.0000,2.1939,48.7234
13 May 2003,3.8000,6.1050,4.3706,3.2448,2.8902,0.0000,0.0000,2.1935,48.7234
16 May 2003,3.8000,6.1576,4.3365,3.2654,2.8760,0.0000,0.0000,2.2017,48.7234
19 May 2003,3.8000,6.2073,4.4425,3.2980,2.9351,0.0000,0.0000,2.2060,48.7258
20 May 2003,3.8000,6.2035,4.4189,3.2401,2.9231,0.0000,0.0000,2.1939,48.7234
21 May 2003,3.8000,6.2422,4.4524,3.2571,2.9481,0.0000,0.0000,2.2026,48.7234
22 May 2003,3.8000,6.2112,4.4287,3.2303,2.9300,0.0000,0.0000,2.2012,48.7234
23 May 2003,3.8000,6.2189,4.4524,3.2407,2.9283,0.0000,0.0000,2.2056,48.7258
26 May 2003,3.8000,6.2344,4.4883,3.2508,2.9455,0.0000,0.0000,2.2075,48.7258
27 May 2003,3.8000,6.2383,4.5208,3.2533,2.9577,0.0000,0.0000,2.2041,48.7258
28 May 2003,3.8000,6.2228,4.4743,3.2343,2.9403,0.0000,0.0000,2.1993,48.7258
29 May 2003,3.8000,6.2035,4.4524,3.1911,2.9129,0.0000,0.0000,2.1887,48.7282
30 May 2003,3.8000,6.2775,4.5045,3.2027,2.9455,0.0000,0.0000,2.1949,48.7282
2 Jun 2003,3.8000,6.1805,4.4405,3.2019,2.9061,0.0000,0.0000,2.1959,48.7258
3 Jun 2003,3.8000,6.2383,4.4723,3.2018,2.9189,0.0000,0.0000,2.2022,48.7258
4 Jun 2003,3.8000,6.1996,4.4623,3.2018,2.9036,0.0000,0.0000,2.2041,48.7282
5 Jun 2003,3.8000,6.2073,4.4326,3.2138,2.8885,0.0000,0.0000,2.2056,48.7258
6 Jun 2003,3.8000,6.3291,4.4964,3.2213,2.9138,0.0000,0.0000,2.2046,48.7258
9 Jun 2003,3.8000,6.3291,4.4405,3.2072,2.8719,0.0000,0.0000,2.1978,48.7282
10 Jun 2003,3.8000,6.2814,4.4504,3.2152,2.8843,0.0000,0.0000,2.1939,48.7282
11 Jun 2003,3.8000,6.3171,4.4484,3.2246,2.8910,0.0000,0.0000,2.1891,48.7258
12 Jun 2003,3.8000,6.3776,4.4863,3.2312,2.9163,0.0000,0.0000,2.1867,48.7234
13 Jun 2003,3.8000,6.3492,4.4743,3.2281,2.9011,0.0000,0.0000,2.1911,48.7234
16 Jun 2003,3.8000,6.3776,4.5310,3.2328,2.9334,0.0000,0.0000,2.1988,48.7258
17 Jun 2003,3.8000,6.3980,4.4944,3.2301,2.9189,0.0000,0.0000,2.2007,48.7234
18 Jun 2003,3.8000,6.3898,4.4703,3.2122,2.9002,0.0000,0.0000,2.1978,48.7258
19 Jun 2003,3.8000,6.3694,4.4170,3.2028,2.8531,0.0000,0.0000,2.1935,48.7258
20 Jun 2003,3.8000,6.3816,4.4444,3.2111,2.8760,0.0000,0.0000,2.1887,48.7234
23 Jun 2003,3.8000,6.3251,4.4033,3.2175,2.8612,0.0000,0.0000,2.1853,48.7258
24 Jun 2003,3.8000,6.3412,4.3860,3.2251,2.8629,0.0000,0.0000,2.1844,48.7258
25 Jun 2003,3.8000,6.3171,4.3764,3.2347,2.8596,0.0000,0.0000,2.1844,48.7282
26 Jun 2003,3.8000,6.3412,4.3745,3.2150,2.8458,0.0000,0.0000,2.1734,48.7282
27 Jun 2003,3.8000,6.2933,4.3384,3.1753,2.8066,0.0000,0.0000,2.1678,48.7306
30 Jun 2003,3.8000,6.2775,4.3516,3.1721,2.8050,0.0000,0.0000,2.1584,48.7282
1 Jul 2003,3.8000,6.2814,4.3860,3.1743,2.8193,0.0000,0.0000,2.1612,48.7282
2 Jul 2003,3.8000,6.3131,4.3840,3.1871,2.8265,0.0000,0.0000,2.1631,48.7282
3 Jul 2003,3.8000,6.3211,4.3630,3.2153,2.8106,0.0000,0.0000,2.1692,48.7282
4 Jul 2003,3.8000,6.3492,4.3611,3.2153,2.8129,0.0000,0.0000,2.1701,48.7282
7 Jul 2003,3.8000,6.3131,4.3384,3.2186,2.7956,0.0000,0.0000,2.1734,48.7282
8 Jul 2003,3.8000,6.2461,4.3011,3.2142,2.7685,0.0000,0.0000,2.1645,48.7282
9 Jul 2003,3.8000,6.1920,4.3029,3.2134,2.7863,0.0000,0.0000,2.1654,48.7258
10 Jul 2003,3.8000,6.2073,4.3178,3.2343,2.7996,0.0000,0.0000,2.1701,48.7234
11 Jul 2003,3.8000,6.2073,4.3085,3.2269,2.7824,0.0000,0.0000,2.1626,48.7234
14 Jul 2003,3.8000,6.1767,4.2808,3.2320,2.7563,0.0000,0.0000,2.1659,48.7211
15 Jul 2003,3.8000,6.1200,4.2882,3.2317,2.7632,0.0000,0.0000,2.1650,48.7211
16 Jul 2003,3.8000,6.0314,4.2265,3.2129,2.7285,0.0000,0.0000,2.1570,48.7211
17 Jul 2003,3.8000,6.0643,4.2699,3.2142,2.7785,0.0000,0.0000,2.1608,48.7211
18 Jul 2003,3.8000,6.0643,4.2662,3.1934,2.7732,0.0000,0.0000,2.1561,48.7234
21 Jul 2003,3.8000,6.0277,4.2808,3.2058,2.7855,0.0000,0.0000,2.1612,48.7211
22 Jul 2003,3.8000,6.0938,4.3141,3.1856,2.7988,0.0000,0.0000,2.1598,48.7211
23 Jul 2003,3.8000,6.0864,4.3271,3.1961,2.8035,0.0000,0.0000,2.1636,48.7211
24 Jul 2003,3.8000,6.1237,4.3745,3.2028,2.8233,0.0000,0.0000,2.1720,48.7234
25 Jul 2003,3.8000,6.1501,4.3668,3.1942,2.8233,0.0000,0.0000,2.1739,48.7234
28 Jul 2003,3.8000,6.1614,4.3649,3.1899,2.8209,0.0000,0.0000,2.1734,48.7258
29 Jul 2003,3.8000,6.1881,4.3764,3.1859,2.8281,0.0000,0.0000,2.1678,48.7234
30 Jul 2003,3.8000,6.1576,4.3440,3.1671,2.8043,0.0000,0.0000,2.1636,48.7234
31 Jul 2003,3.8000,6.1275,4.3048,3.1642,2.7809,0.0000,0.0000,2.1598,48.7234
1 Aug 2003,3.8000,6.1013,4.2589,3.1560,2.7685,0.0000,0.0000,2.1542,48.7211
4 Aug 2003,3.8000,6.1350,4.2992,3.1710,2.7996,0.0000,0.0000,2.1608,48.7234
5 Aug 2003,3.8000,6.1312,4.3234,3.1550,2.8201,0.0000,0.0000,2.1533,48.7234
6 Aug 2003,3.8000,6.1425,4.3346,3.1681,2.8265,0.0000,0.0000,2.1566,48.7211
7 Aug 2003,3.8000,6.1162,4.3159,3.1642,2.8090,0.0000,0.0000,2.1612,48.7211
8 Aug 2003,3.8000,6.1275,4.3103,3.1945,2.8035,0.0000,0.0000,2.1645,48.7211
11 Aug 2003,3.8000,6.0827,4.2863,3.2035,2.7886,0.0000,0.0000,2.1645,48.7211
12 Aug 2003,3.8000,6.1087,4.3197,3.2034,2.8019,0.0000,0.0000,2.1640,48.7211
13 Aug 2003,3.8000,6.0716,4.2717,3.1910,2.7663,0.0000,0.0000,2.1626,48.7234
14 Aug 2003,3.8000,6.1275,4.3048,3.1840,2.7824,0.0000,0.0000,2.1692,48.7234
15 Aug 2003,3.8000,6.0864,4.2808,3.1939,2.7724,0.0000,0.0000,2.1734,48.7234
18 Aug 2003,3.8000,6.0643,4.2644,3.1844,2.7586,0.0000,0.0000,2.1744,48.7234
19 Aug 2003,3.8000,6.0205,4.2141,3.1790,2.7211,0.0000,0.0000,2.1706,48.7234
20 Aug 2003,3.8000,6.0459,4.2301,3.2123,2.7360,0.0000,0.0000,2.1730,48.7258
21 Aug 2003,3.8000,6.0277,4.1824,3.2210,2.7115,0.0000,0.0000,2.1863,48.7258
22 Aug 2003,3.8000,5.9880,4.1511,3.2246,2.6911,0.0000,0.0000,2.1768,48.7258
25 Aug 2003,3.8000,5.9844,4.1339,3.2323,2.6817,0.0000,0.0000,2.1758,48.7234
26 Aug 2003,3.8000,5.9595,4.1254,3.2281,2.6788,0.0000,0.0000,2.1701,48.7234
27 Aug 2003,3.8000,5.9559,4.1288,3.2295,2.6889,0.0000,0.0000,2.1654,48.7234
28 Aug 2003,3.8000,5.9737,4.1288,3.2349,2.6802,0.0000,0.0000,2.1664,48.7234
29 Aug 2003,3.8000,6.0132,4.1494,3.2447,2.6983,0.0000,0.0000,2.1640,48.7211
2 Sep 2003,3.8000,5.9382,4.1305,3.2513,2.6911,0.0000,0.0000,2.1626,48.7234
3 Sep 2003,3.8000,5.9453,4.0984,3.2743,2.6767,0.0000,0.0000,2.1626,48.7211
4 Sep 2003,3.8000,5.9844,4.1169,3.2511,2.6802,0.0000,0.0000,2.1645,48.7211
5 Sep 2003,3.8000,6.0168,4.1563,3.2509,2.7005,0.0000,0.0000,2.1617,48.7211
8 Sep 2003,3.8000,6.0314,4.2070,3.2445,2.7360,0.0000,0.0000,2.1626,48.7211
9 Sep 2003,3.8000,6.0060,4.2159,3.2650,2.7322,0.0000,0.0000,2.1659,48.7211
10 Sep 2003,3.8000,6.0569,4.2662,3.2519,2.7525,0.0000,0.0000,2.1716,48.7234
11 Sep 2003,3.8000,6.0569,4.2772,3.2436,2.7533,0.0000,0.0000,2.1725,48.7234
12 Sep 2003,3.8000,6.0569,4.2499,3.2462,2.7352,0.0000,0.0000,2.1701,48.7234
15 Sep 2003,3.8000,6.1087,4.2882,3.2347,2.7556,0.0000,0.0000,2.1687,48.7211
16 Sep 2003,3.8000,6.0901,4.2790,3.2577,2.7450,0.0000,0.0000,2.1711,48.7234
17 Sep 2003,3.8000,6.0350,4.2463,3.2694,2.7330,0.0000,0.0000,2.1697,48.7211
19 Sep 2003,3.8000,6.1652,4.2827,3.2968,2.7457,0.0000,0.0000,2.1720,48.7234
22 Sep 2003,3.8000,6.2617,4.3573,3.3824,2.7980,0.0000,0.0000,2.1935,48.7258
23 Sep 2003,3.8000,6.2854,4.3687,3.4154,2.8121,0.0000,0.0000,2.1954,49.0340
24 Sep 2003,3.8000,6.2814,4.3535,3.3939,2.8011,0.0000,0.0000,2.1906,48.9884
25 Sep 2003,3.8000,6.2893,4.3592,3.3851,2.8106,0.0000,0.0000,2.1920,48.9356
26 Sep 2003,3.8000,6.3052,4.3592,3.3909,2.8257,0.0000,0.0000,2.1949,48.9716
29 Sep 2003,3.8000,6.2775,4.3346,3.4114,2.8129,0.0000,0.0000,2.1978,49.0412
30 Sep 2003,3.8000,6.3613,4.4326,3.4397,2.8843,0.0000,0.0000,2.1983,49.0773
1 Oct 2003,3.8000,6.3171,4.4366,3.4179,2.8794,0.0000,0.0000,2.1978,49.1087
2 Oct 2003,3.8000,6.3412,4.4524,3.4217,2.8860,0.0000,0.0000,2.2026,49.1111
3 Oct 2003,3.8000,6.3532,4.4504,3.4406,2.8843,0.0000,0.0000,2.2012,49.2150
6 Oct 2003,3.8000,6.3171,4.3995,3.4250,2.8450,0.0000,0.0000,2.1973,49.2393
7 Oct 2003,3.8000,6.3654,4.4623,3.4332,2.8835,0.0000,0.0000,2.2056,49.2756
8 Oct 2003,3.8000,6.3251,4.4883,3.4615,2.9028,0.0000,0.0000,2.2060,49.1063
9 Oct 2003,3.8000,6.3371,4.5004,3.4838,2.9036,0.0000,0.0000,2.2060,49.1039
10 Oct 2003,3.8000,6.3171,4.4603,3.4951,2.8818,0.0000,0.0000,2.2007,49.1715
13 Oct 2003,3.8000,6.3131,4.4583,3.5054,2.8794,0.0000,0.0000,2.2065,49.1352
14 Oct 2003,3.8000,6.3012,4.4228,3.4619,2.8547,0.0000,0.0000,2.1872,49.0340
15 Oct 2003,3.8000,6.3654,4.4543,3.4837,2.8818,0.0000,0.0000,2.1867,49.0749
16 Oct 2003,3.8000,6.3412,4.4072,3.4508,2.8458,0.0000,0.0000,2.1829,49.0364
17 Oct 2003,3.8000,6.3532,4.4033,3.4602,2.8441,0.0000,0.0000,2.1820,49.0509
20 Oct 2003,3.8000,6.3857,4.4385,3.4730,2.8612,0.0000,0.0000,2.1853,49.0364
21 Oct 2003,3.8000,6.3573,4.4248,3.4593,2.8490,0.0000,0.0000,2.1763,48.9980
22 Oct 2003,3.8000,6.3654,4.4444,3.4686,2.8629,0.0000,0.0000,2.1820,49.0052
23 Oct 2003,3.8000,6.4350,4.4944,3.4695,2.9053,0.0000,0.0000,2.1810,49.0076
27 Oct 2003,3.8000,6.4309,4.4623,3.4965,2.8835,0.0000,0.0000,2.1815,49.0004
28 Oct 2003,3.8000,6.4309,4.4524,3.5091,2.8752,0.0000,0.0000,2.1791,48.9932
29 Oct 2003,3.8000,6.4683,4.4524,3.5167,2.8645,0.0000,0.0000,2.1877,48.9740
30 Oct 2003,3.8000,6.4516,4.4346,3.5154,2.8547,0.0000,0.0000,2.1911,48.9740
31 Oct 2003,3.8000,6.4350,4.4150,3.4861,2.8506,0.0000,0.0000,2.1867,48.9428
3 Nov 2003,3.8000,6.4391,4.4014,3.4434,2.8345,0.0000,0.0000,2.1810,48.9309
4 Nov 2003,3.8000,6.3613,4.3497,3.4434,2.7871,0.0000,0.0000,2.1777,48.9285
5 Nov 2003,3.8000,6.3980,4.3611,3.4632,2.7840,0.0000,0.0000,2.1801,48.9213
6 Nov 2003,3.8000,6.3694,4.3459,3.4579,2.7747,0.0000,0.0000,2.1815,48.9213
7 Nov 2003,3.8000,6.3331,4.3422,3.4516,2.7624,0.0000,0.0000,2.1829,48.9093
10 Nov 2003,3.8000,6.3532,4.3725,3.4740,2.7816,0.0000,0.0000,2.1863,48.9069
11 Nov 2003,3.8000,6.3371,4.3592,3.4915,2.7709,0.0000,0.0000,2.1906,49.0100
12 Nov 2003,3.8000,6.3573,4.3975,3.4973,2.8050,0.0000,0.0000,2.1930,48.9476
13 Nov 2003,3.8000,6.3735,4.4385,3.5067,2.8257,0.0000,0.0000,2.1973,48.9261
14 Nov 2003,3.8000,6.4185,4.4783,3.5127,2.8539,0.0000,0.0000,2.2075,48.9620
17 Nov 2003,3.8000,6.4103,4.4823,3.4711,2.8686,0.0000,0.0000,2.2070,48.9716
18 Nov 2003,3.8000,6.4309,4.4703,3.4870,2.8694,0.0000,0.0000,2.2056,48.9644
19 Nov 2003,3.8000,6.4767,4.5475,3.5180,2.9334,0.0000,0.0000,2.2178,48.9980
20 Nov 2003,3.8000,6.4599,4.5310,3.4886,2.9138,0.0000,0.0000,2.2114,48.9692
21 Nov 2003,3.8000,6.4641,4.5188,3.4891,2.9180,0.0000,0.0000,2.2056,48.9596
24 Nov 2003,3.8000,6.4809,4.5228,3.4883,2.9214,0.0000,0.0000,2.2065,48.9428
27 Nov 2003,3.8000,6.5020,4.5331,3.4824,2.9326,0.0000,0.0000,2.2012,48.9213
28 Nov 2003,3.8000,6.5232,4.5331,3.4751,2.9265,0.0000,0.0000,2.2046,48.9309
1 Dec 2003,3.8000,6.5531,4.5641,3.4803,2.9429,0.0000,0.0000,2.2051,48.9644
2 Dec 2003,3.8000,6.5274,4.5475,3.4679,2.9248,0.0000,0.0000,2.2046,48.9452
3 Dec 2003,3.8000,6.5703,4.5893,3.4973,2.9499,0.0000,0.0000,2.2104,48.9548
4 Dec 2003,3.8000,6.5574,4.5914,3.5122,2.9455,0.0000,0.0000,2.2119,48.9333
5 Dec 2003,3.8000,6.5445,4.5956,3.5083,2.9507,0.0000,0.0000,2.2114,48.9333
8 Dec 2003,3.8000,6.5660,4.6211,3.5324,2.9780,0.0000,0.0000,2.2217,48.9404
9 Dec 2003,3.8000,6.5963,4.6468,3.5454,3.0030,0.0000,0.0000,2.2212,48.9452
10 Dec 2003,3.8000,6.6094,4.6275,3.5012,2.9878,0.0000,0.0000,2.2153,48.9452
11 Dec 2003,3.8000,6.6138,4.6275,3.5096,2.9878,0.0000,0.0000,2.2168,48.9428
12 Dec 2003,3.8000,6.6489,4.6512,3.5200,3.0021,0.0000,0.0000,2.2198,48.9476
15 Dec 2003,3.8000,6.6225,4.6425,3.5193,2.9860,0.0000,0.0000,2.2242,48.9500
16 Dec 2003,3.8000,6.6269,4.6838,3.5267,3.0111,0.0000,0.0000,2.2252,48.9500
17 Dec 2003,3.8000,6.6578,4.6795,3.5339,3.0111,0.0000,0.0000,2.2257,48.9452
18 Dec 2003,3.8000,6.7114,4.7148,3.5334,3.0294,0.0000,0.0000,2.2247,48.9404
19 Dec 2003,3.8000,6.7340,4.7214,3.5311,3.0386,0.0000,0.0000,2.2257,48.9333
22 Dec 2003,3.8000,6.7114,4.7081,3.5298,3.0294,0.0000,0.0000,2.2237,48.9380
23 Dec 2003,3.8000,6.7024,4.7192,3.5383,3.0266,0.0000,0.0000,2.2252,48.9476
24 Dec 2003,3.8000,6.7069,4.7170,3.5407,3.0239,0.0000,0.0000,2.2257,48.9333
26 Dec 2003,3.8000,6.7385,4.7348,3.5488,3.0469,0.0000,0.0000,2.2287,48.9285
29 Dec 2003,3.8000,6.7431,4.7281,3.5499,3.0321,0.0000,0.0000,2.2292,48.9452
30 Dec 2003,3.8000,6.7431,4.7506,3.5522,3.0451,0.0000,0.0000,2.2336,48.9500
31 Dec 2003,3.8000,6.7659,4.7916,3.5546,3.0722,0.0000,0.0000,2.2341,48.9500
2 Jan 2004,3.8000,6.7843,4.7778,3.5547,3.0647,0.0000,0.0000,2.2331,48.9428
5 Jan 2004,3.8000,6.8353,4.8216,3.5542,3.0912,0.0000,0.0000,2.2356,48.9452
6 Jan 2004,3.8000,6.8871,4.8286,3.5728,3.0883,0.0000,0.0000,2.2356,48.9500
7 Jan 2004,3.8000,6.9204,4.8286,3.5751,3.0798,0.0000,0.0000,2.2391,48.9500
8 Jan 2004,3.8000,6.9013,4.7870,3.5795,3.0516,0.0000,0.0000,2.2401,48.9500
9 Jan 2004,3.8000,6.9541,4.8356,3.5504,3.0864,0.0000,0.0000,2.2386,48.9500
12 Jan 2004,3.8000,7.0373,4.8876,3.5696,3.1192,0.0000,0.0000,2.2477,48.9500
13 Jan 2004,3.8000,7.0126,4.8426,3.5666,3.0969,0.0000,0.0000,2.2416,48.9524
14 Jan 2004,3.8000,7.0028,4.8333,3.5783,3.0979,0.0000,0.0000,2.2447,48.9428
15 Jan 2004,3.8000,6.9493,4.8100,3.5790,3.0798,0.0000,0.0000,2.2401,48.9452
16 Jan 2004,3.8000,6.9108,4.7664,3.5851,3.0414,0.0000,0.0000,2.2361,48.9500
19 Jan 2004,3.8000,6.8353,4.7103,3.5564,2.9994,0.0000,0.0000,2.2252,48.9309
20 Jan 2004,3.8000,6.8120,4.7326,3.5468,3.0111,0.0000,0.0000,2.2207,48.9213
21 Jan 2004,3.8000,6.9348,4.7939,3.5492,3.0525,0.0000,0.0000,2.2321,48.9021
26 Jan 2004,3.8000,6.9108,4.7619,3.5765,3.0460,0.0000,0.0000,2.2396,48.9309
27 Jan 2004,3.8000,6.8776,4.7371,3.5787,3.0239,0.0000,0.0000,2.2366,48.9285
28 Jan 2004,3.8000,6.9589,4.8031,3.5925,3.0656,0.0000,0.0000,2.2416,48.9261
29 Jan 2004,3.8000,6.9204,4.7551,3.5902,3.0367,0.0000,0.0000,2.2386,48.9045
30 Jan 2004,3.8000,6.8918,4.7081,3.5891,3.0130,0.0000,0.0000,2.2356,48.8902
4 Feb 2004,3.8000,6.9784,4.7642,3.6041,3.0386,0.0000,0.0000,2.2432,48.8687
5 Feb 2004,3.8000,6.9589,4.7642,3.6033,3.0358,0.0000,0.0000,2.2447,48.8759
6 Feb 2004,3.8000,6.9735,4.7710,3.5837,3.0432,0.0000,0.0000,2.2437,48.8878
9 Feb 2004,3.8000,7.0621,4.8426,3.6002,3.0864,0.0000,0.0000,2.2553,48.9045
10 Feb 2004,3.8000,7.0922,4.8520,3.6055,3.0931,0.0000,0.0000,2.2676,48.9093
11 Feb 2004,3.8000,7.1023,4.8170,3.6036,3.0684,0.0000,0.0000,2.2701,48.9021
12 Feb 2004,3.8000,7.1891,4.8709,3.6072,3.0883,0.0000,0.0000,2.2712,48.9117
13 Feb 2004,3.8000,7.1942,4.8662,3.6057,3.0845,0.0000,0.0000,2.2681,48.9021
17 Feb 2004,3.8000,7.1994,4.8733,3.5969,3.0544,0.0000,0.0000,2.2681,48.8998
18 Feb 2004,3.8000,7.2622,4.8972,3.5990,3.1114,0.0000,0.0000,2.2722,48.9069
19 Feb 2004,3.8000,7.1788,4.8286,3.5606,3.0647,0.0000,0.0000,2.2589,48.8950
20 Feb 2004,3.8000,7.1633,4.8031,3.5214,3.0460,0.0000,0.0000,2.2512,48.8806
24 Feb 2004,3.8000,7.0922,4.7710,3.5044,3.0266,0.0000,0.0000,2.2386,48.8663
25 Feb 2004,3.8000,7.1942,4.8239,3.5106,3.0656,0.0000,0.0000,2.2482,48.8496
26 Feb 2004,3.8000,7.1174,4.7483,3.4822,3.0166,0.0000,0.0000,2.2406,48.8353
27 Feb 2004,3.8000,7.0771,4.7326,3.4837,3.0030,0.0000,0.0000,2.2346,48.8353
1 Mar 2004,3.8000,7.1225,4.7619,3.4787,3.0230,0.0000,0.0000,2.2371,48.8305
2 Mar 2004,3.8000,7.0872,4.7125,3.4756,2.9842,0.0000,0.0000,2.2302,48.8186
3 Mar 2004,3.8000,6.9686,4.6339,3.4478,2.9274,0.0000,0.0000,2.2227,48.7829
4 Mar 2004,3.8000,6.9589,4.6339,3.4500,2.9369,0.0000,0.0000,2.2227,48.7734
5 Mar 2004,3.8000,6.9108,4.6318,3.4190,2.9334,0.0000,0.0000,2.2129,48.7710
8 Mar 2004,3.8000,7.0175,4.6948,3.3876,2.9700,0.0000,0.0000,2.2202,48.7829
9 Mar 2004,3.8000,7.0472,4.7237,3.4160,2.9842,0.0000,0.0000,2.2321,48.7710
10 Mar 2004,3.8000,6.9156,4.6642,3.4116,2.9586,0.0000,0.0000,2.2207,48.7615
11 Mar 2004,3.8000,6.8213,4.6382,3.4322,2.9516,0.0000,0.0000,2.2183,48.7543
12 Mar 2004,3.8000,6.8353,4.6664,3.4125,2.9797,0.0000,0.0000,2.2158,48.7496
15 Mar 2004,3.8000,6.8681,4.6598,3.4288,2.9797,0.0000,0.0000,2.2202,48.7591
16 Mar 2004,3.8000,6.8729,4.6838,3.4664,2.9895,0.0000,0.0000,2.2282,48.7662
17 Mar 2004,3.8000,6.8823,4.6555,3.5097,2.9700,0.0000,0.0000,2.2386,48.7829
18 Mar 2004,3.8000,6.9396,4.6664,3.5481,2.9860,0.0000,0.0000,2.2447,48.7662
19 Mar 2004,3.8000,6.9589,4.7037,3.5580,3.0211,0.0000,0.0000,2.2497,48.7638
22 Mar 2004,3.8000,6.9686,4.6620,3.5524,2.9922,0.0000,0.0000,2.2452,48.7591
23 Mar 2004,3.8000,7.0274,4.6992,3.5602,3.0349,0.0000,0.0000,2.2517,48.7567
24 Mar 2004,3.8000,7.0225,4.6751,3.5602,3.0111,0.0000,0.0000,2.2507,48.7520
25 Mar 2004,3.8000,6.9061,4.6041,3.5864,2.9735,0.0000,0.0000,2.2457,48.7448
26 Mar 2004,3.8000,6.8446,4.5998,3.5942,2.9533,0.0000,0.0000,2.2482,48.7353
29 Mar 2004,3.8000,6.8729,4.5935,3.5968,2.9455,0.0000,0.0000,2.2487,48.7472
30 Mar 2004,3.8000,6.9252,4.6361,3.5920,2.9682,0.0000,0.0000,2.2563,48.7424
31 Mar 2004,3.8000,6.9735,4.6512,3.6575,2.9842,0.0000,0.0000,2.2681,48.7448
1 Apr 2004,3.8000,7.0028,4.6642,3.6491,2.9940,0.0000,0.0000,2.2701,48.7757
2 Apr 2004,3.8000,7.0323,4.6838,3.6475,2.9976,0.0000,0.0000,2.2732,48.7924
5 Apr 2004,3.8000,6.9493,4.6041,3.6270,2.9412,0.0000,0.0000,2.2640,48.7972
6 Apr 2004,3.8000,6.9396,4.5767,3.5856,2.9214,0.0000,0.0000,2.2589,48.7496
7 Apr 2004,3.8000,6.9930,4.5935,3.5995,2.9481,0.0000,0.0000,2.2655,48.7496
8 Apr 2004,3.8000,6.9881,4.6253,3.5905,2.9771,0.0000,0.0000,2.2665,48.7424
9 Apr 2004,3.8000,6.9686,4.5998,3.5701,2.9682,0.0000,0.0000,2.2650,48.7401
12 Apr 2004,3.8000,6.9686,4.5893,3.5765,2.9577,0.0000,0.0000,2.2753,48.7424
13 Apr 2004,3.8000,6.9348,4.5558,3.5956,2.9394,0.0000,0.0000,2.2815,48.7520
14 Apr 2004,3.8000,6.8729,4.5372,3.5440,2.9223,0.0000,0.0000,2.2696,48.7401
15 Apr 2004,3.8000,6.8259,4.5517,3.5013,2.9438,0.0000,0.0000,2.2624,48.7306
16 Apr 2004,3.8000,6.8120,4.5558,3.5060,2.9343,0.0000,0.0000,2.2609,48.7258
19 Apr 2004,3.8000,6.8681,4.5809,3.5219,2.9560,0.0000,0.0000,2.2640,48.7258
20 Apr 2004,3.8000,6.8306,4.5372,3.5195,2.9206,0.0000,0.0000,2.2619,48.7258
21 Apr 2004,3.8000,6.7568,4.4984,3.4912,2.8893,0.0000,0.0000,2.2472,48.7211
22 Apr 2004,3.8000,6.7069,4.4924,3.4714,2.8893,0.0000,0.0000,2.2391,48.7258
23 Apr 2004,3.8000,6.7295,4.5188,3.4771,2.8977,0.0000,0.0000,2.2406,48.7234
26 Apr 2004,3.8000,6.7522,4.4883,3.4858,2.8810,0.0000,0.0000,2.2366,48.7234
27 Apr 2004,3.8000,6.8074,4.5208,3.5029,2.9180,0.0000,0.0000,2.2427,48.7234
28 Apr 2004,3.8000,6.7981,4.5228,3.4842,2.9214,0.0000,0.0000,2.2416,48.7211
29 Apr 2004,3.8000,6.7204,4.4924,3.4430,2.9053,0.0000,0.0000,2.2306,48.7187
30 Apr 2004,3.8000,6.7159,4.5351,3.4409,2.9343,0.0000,0.0000,2.2292,48.7187
5 May 2004,3.8000,6.8213,4.6062,3.4724,2.9771,0.0000,0.0000,2.2482,48.7187
6 May 2004,3.8000,6.7981,4.6147,3.4864,2.9780,0.0000,0.0000,2.2538,48.7211
7 May 2004,3.8000,6.7935,4.5767,3.4355,2.9516,0.0000,0.0000,2.2427,48.7211
10 May 2004,3.8000,6.7522,4.5004,3.3570,2.9189,0.0000,0.0000,2.2129,48.7187
11 May 2004,3.8000,6.7431,4.5147,3.3538,2.9283,0.0000,0.0000,2.2085,48.7187
12 May 2004,3.8000,6.7024,4.5106,3.3778,2.9265,0.0000,0.0000,2.2183,48.7187
13 May 2004,3.8000,6.7114,4.5065,3.3370,2.9334,0.0000,0.0000,2.2056,48.7187
14 May 2004,3.8000,6.6711,4.4843,3.3123,2.9146,0.0000,0.0000,2.1993,48.7187
17 May 2004,3.8000,6.7340,4.5809,3.3498,2.9895,0.0000,0.0000,2.2104,48.7187
18 May 2004,3.8000,6.7069,4.5641,3.3413,2.9735,0.0000,0.0000,2.2046,48.7187
19 May 2004,3.8000,6.7522,4.5662,3.3689,2.9718,0.0000,0.0000,2.2173,48.7757
20 May 2004,3.8000,6.7114,4.5331,3.3488,2.9499,0.0000,0.0000,2.2095,48.7472
21 May 2004,3.8000,6.7843,4.5641,3.3919,2.9735,0.0000,0.0000,2.2183,48.7710
