,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
30 Dec 2015,0.0191,0.1054,2.9469,0.3299,6.4600,116.8511,4.0937,4.0374,0.5481
31 Dec 2015,0.0191,0.1055,2.9417,0.3308,6.4881,116.8936,4.0994,4.0551,0.5483
4 Jan 2016,0.0193,0.1069,2.9412,0.3350,6.5335,118.4030,4.1484,4.0833,0.5554
5 Jan 2016,0.0193,0.1067,2.9136,0.3353,6.5225,118.2244,4.1404,4.0768,0.5546
6 Jan 2016,0.0196,0.1079,2.9195,0.3394,6.5707,119.5857,4.1895,4.1082,0.5610
7 Jan 2016,0.0195,0.1079,2.9177,0.3398,6.5773,119.6129,4.1881,4.1112,0.5611
8 Jan 2016,0.0195,0.1078,2.9123,0.3394,6.5698,119.3815,4.1798,4.1062,0.5600
11 Jan 2016,0.0195,0.1079,2.8715,0.3391,6.5577,119.1108,4.1704,4.0985,0.5587
12 Jan 2016,0.0197,0.1086,2.8779,0.3417,6.5847,119.9956,4.2018,4.1155,0.5629
13 Jan 2016,0.0195,0.1079,2.8785,0.3400,6.5544,119.2230,4.1745,4.0965,0.5593
14 Jan 2016,0.0196,0.1081,2.8432,0.3398,6.5371,119.5192,4.1843,4.0856,0.5607
15 Jan 2016,0.0196,0.1084,2.8180,0.3400,6.5171,119.7964,4.1943,4.0731,0.5619
18 Jan 2016,0.0196,0.1083,2.8426,0.3400,6.5035,119.6880,4.1911,4.0646,0.5615
19 Jan 2016,0.0195,0.1076,2.8215,0.3384,6.4585,118.8402,4.1609,4.0361,0.5575
20 Jan 2016,0.0196,0.1086,2.7933,0.3405,6.4522,119.7011,4.1909,4.0329,0.5615
21 Jan 2016,0.0196,0.1079,2.8116,0.3389,6.4449,119.3166,4.1780,4.0281,0.5597
22 Jan 2016,0.0192,0.1059,2.8011,0.3320,6.3522,117.0553,4.0987,3.9702,0.5491
26 Jan 2016,0.0192,0.1058,2.7674,0.3327,6.3274,116.8375,4.0907,3.9445,0.5481
27 Jan 2016,0.0191,0.1049,2.7657,0.3310,6.2626,115.8846,4.0575,3.9140,0.5436
28 Jan 2016,0.0189,0.1037,2.7175,0.3266,6.1827,114.5385,4.0099,3.8642,0.5373
29 Jan 2016,0.0187,0.1025,2.7039,0.3201,6.1148,113.1212,3.9611,3.8217,0.5306
2 Feb 2016,0.0189,0.1038,2.7324,0.3282,6.1916,114.5537,4.0108,3.8697,0.5374
3 Feb 2016,0.0189,0.1041,2.7801,0.3302,6.1995,114.8909,4.0273,3.8744,0.5389
4 Feb 2016,0.0186,0.1025,2.7781,0.3262,6.1367,113.0653,3.9766,3.8331,0.5304
5 Feb 2016,0.0186,0.1025,2.7835,0.3302,6.1408,113.1788,3.9615,3.8381,0.5309
10 Feb 2016,0.0185,0.1018,2.7427,0.3370,6.0709,112.1199,3.9353,3.7945,0.5260
11 Feb 2016,0.0186,0.1024,2.7403,0.3397,6.0781,112.8369,3.9602,3.7989,0.5293
12 Feb 2016,0.0187,0.1032,2.7764,0.3418,6.1102,113.5312,3.9906,3.8189,0.5326
15 Feb 2016,0.0185,0.1022,2.7521,0.3376,6.0630,112.4301,3.9490,3.7894,0.5274
16 Feb 2016,0.0186,0.1029,2.7415,0.3384,6.0740,113.0563,3.9661,3.7962,0.5303
17 Feb 2016,0.0188,0.1045,2.7769,0.3428,6.1486,114.8123,4.0275,3.8442,0.5386
18 Feb 2016,0.0186,0.1033,2.7676,0.3385,6.0809,113.5312,3.9815,3.8006,0.5326
19 Feb 2016,0.0188,0.1044,2.7828,0.3423,6.1368,114.5249,4.0156,3.8277,0.5372
22 Feb 2016,0.0187,0.1038,2.7986,0.3409,6.1191,114.2527,4.0041,3.8244,0.5359
23 Feb 2016,0.0187,0.1042,2.8066,0.3383,6.1119,114.2286,4.0047,3.8200,0.5358
24 Feb 2016,0.0189,0.1048,2.7947,0.3422,6.1565,114.8894,4.0335,3.8480,0.5389
25 Feb 2016,0.0189,0.1047,2.8085,0.3425,6.1433,114.8789,4.0349,3.8396,0.5389
26 Feb 2016,0.0189,0.1045,2.8438,0.3432,6.1249,114.6611,4.0288,3.8280,0.5379
29 Feb 2016,0.0189,0.1044,2.7776,0.3419,6.1409,114.4825,4.0180,3.8381,0.5370
1 Mar 2016,0.0187,0.1036,2.7558,0.3400,6.1312,113.5825,3.9851,3.8321,0.5328
2 Mar 2016,0.0187,0.1034,2.7531,0.3386,6.1553,113.3982,3.9771,3.8470,0.5319
3 Mar 2016,0.0185,0.1027,2.7645,0.3392,6.1384,112.5616,3.9476,3.8364,0.5280
4 Mar 2016,0.0185,0.1027,2.7839,0.3371,6.1230,112.1714,3.9337,3.8270,0.5262
7 Mar 2016,0.0184,0.1021,2.7724,0.3331,6.1025,111.5573,3.9126,3.8046,0.5233
8 Mar 2016,0.0184,0.1023,2.7734,0.3386,6.0911,111.8311,3.9229,3.8069,0.5246
9 Mar 2016,0.0185,0.1028,2.7869,0.3410,6.1371,112.4377,3.9444,3.8357,0.5274
10 Mar 2016,0.0184,0.1020,2.7357,0.3390,6.1124,111.5982,3.9144,3.8206,0.5235
11 Mar 2016,0.0183,0.1017,2.7313,0.3382,6.0818,111.3093,3.9078,3.8011,0.5222
14 Mar 2016,0.0184,0.1021,2.7583,0.3394,6.1203,111.7343,3.9230,3.8252,0.4586
15 Mar 2016,0.0185,0.1031,2.7490,0.3419,6.1421,112.5405,3.9493,3.8389,0.4618
16 Mar 2016,0.0185,0.1029,2.7357,0.3422,6.1436,112.5541,3.9501,3.8397,0.4619
17 Mar 2016,0.0182,0.1010,2.7694,0.3360,6.0894,110.5197,3.8789,3.8058,0.4572
18 Mar 2016,0.0182,0.1009,2.7542,0.3355,6.0819,110.3458,3.8720,3.8012,0.4564
21 Mar 2016,0.0182,0.1011,2.7516,0.3359,6.1066,110.4713,3.8754,3.8170,0.4569
22 Mar 2016,0.0180,0.1001,2.6999,0.3323,6.0006,109.1100,3.8271,3.7504,0.4513
23 Mar 2016,0.0179,0.0994,2.6832,0.3311,5.9778,108.7273,3.8124,3.7362,0.4497
24 Mar 2016,0.0180,0.1001,2.6906,0.3339,6.0221,109.6409,3.8453,3.7619,0.4535
25 Mar 2016,0.0181,0.1004,2.7056,0.3347,6.0388,109.9132,3.8552,3.7712,0.4546
28 Mar 2016,0.0180,0.0998,2.6902,0.3328,6.0231,109.2733,3.8332,3.7648,0.4520
29 Mar 2016,0.0179,0.0994,2.6941,0.3316,6.0113,108.8907,3.8198,3.7570,0.4504
30 Mar 2016,0.0177,0.0980,2.7283,0.3269,5.9417,107.3252,3.7638,3.7136,0.4439
31 Mar 2016,0.0175,0.0969,2.7008,0.3235,5.8925,106.2361,3.7258,3.6829,0.4394
1 Apr 2016,0.0175,0.0966,2.6869,0.3227,5.8695,105.9517,3.7149,3.6661,0.4382
4 Apr 2016,0.0175,0.0970,2.6788,0.3255,5.9045,106.3271,3.7311,3.6904,0.4398
5 Apr 2016,0.0176,0.0974,2.6610,0.3270,5.9088,106.8444,3.7499,3.6930,0.4420
6 Apr 2016,0.0176,0.0972,2.6619,0.3305,5.8774,106.7097,3.7436,3.6734,0.4414
7 Apr 2016,0.0176,0.0970,2.6741,0.3312,5.8912,106.5901,3.7405,3.6819,0.4409
8 Apr 2016,0.0175,0.0966,2.6490,0.3330,5.8552,106.2498,3.7282,3.6692,0.4395
11 Apr 2016,0.0174,0.0965,2.6527,0.3318,5.8591,105.8779,3.7135,3.6616,0.4380
12 Apr 2016,0.0174,0.0962,2.6746,0.3311,5.8378,105.6658,3.7063,3.6486,0.4371
13 Apr 2016,0.0174,0.0959,2.6829,0.3304,5.8194,105.4330,3.6995,3.6372,0.4361
14 Apr 2016,0.0174,0.0972,2.6737,0.3320,5.8387,105.9459,3.7181,3.6506,0.4382
15 Apr 2016,0.0175,0.0969,2.6978,0.3332,5.8673,106.2846,3.7306,3.6582,0.4398
18 Apr 2016,0.0176,0.0974,2.7215,0.3350,5.8989,106.8852,3.7492,3.6867,0.4421
19 Apr 2016,0.0174,0.0964,2.7263,0.3319,5.8562,105.9230,3.7146,3.6463,0.4381
20 Apr 2016,0.0174,0.0959,2.7118,0.3301,5.8497,105.3334,3.6943,3.6560,0.4357
21 Apr 2016,0.0174,0.0961,2.7051,0.3321,5.8623,105.7869,3.7102,3.6638,0.4376
22 Apr 2016,0.0175,0.0962,2.6821,0.3359,5.8535,106.0957,3.7208,3.6586,0.4389
25 Apr 2016,0.0175,0.0970,2.6858,0.3374,5.8552,106.3830,3.7301,3.6598,0.4400
26 Apr 2016,0.0176,0.0982,2.7051,0.3384,5.8992,106.8609,3.7458,3.6870,0.4420
27 Apr 2016,0.0176,0.0975,2.6852,0.3360,5.8909,106.5765,3.7350,3.6815,0.4408
28 Apr 2016,0.0175,0.0962,2.7121,0.3331,5.8641,106.1000,3.7180,3.6650,0.4389
29 Apr 2016,0.0175,0.0957,2.7200,0.3351,5.8701,106.2770,3.7249,3.6688,0.4396
3 May 2016,0.0176,0.0963,2.7565,0.3388,5.9239,107.0135,3.7514,3.7025,0.4426
4 May 2016,0.0179,0.0978,2.7485,0.3440,5.9926,108.6457,3.8123,3.7454,0.4494
5 May 2016,0.0180,0.0985,2.7604,0.3444,6.0256,109.0540,3.8277,3.7660,0.4511
6 May 2016,0.0180,0.0981,2.7403,0.3452,6.0161,109.0132,3.8259,3.7601,0.4509
9 May 2016,0.0180,0.0984,2.7415,0.3465,6.0405,109.2553,3.8338,3.7753,0.4519
10 May 2016,0.0182,0.0992,2.7391,0.3467,6.0768,110.2399,3.8682,3.7980,0.4560
11 May 2016,0.0181,0.0992,2.7386,0.3472,6.0504,109.8572,3.8559,3.7815,0.4544
12 May 2016,0.0181,0.0996,2.7482,0.3455,6.0425,109.6001,3.8446,3.7767,0.4533
13 May 2016,0.0180,0.0997,2.7392,0.3462,6.0327,109.6258,3.8474,3.7705,0.4534
16 May 2016,0.0180,0.0995,2.7374,0.3450,6.0347,109.7211,3.8489,3.7716,0.4538
17 May 2016,0.0180,0.0995,2.7316,0.3440,6.0198,109.4035,3.8376,3.7623,0.4525
18 May 2016,0.0182,0.1001,2.7405,0.3461,6.0494,110.2520,3.8670,3.7809,0.4560
19 May 2016,0.0183,0.1010,2.7554,0.3494,6.0655,111.1399,3.8970,3.7912,0.4596
20 May 2016,0.0183,0.1011,2.7607,0.3488,6.0478,111.1232,3.8951,3.7799,0.4596
23 May 2016,0.0183,0.1001,2.7734,0.3487,6.0615,111.1641,3.8947,3.7884,0.4598
24 May 2016,0.0185,0.1021,2.7746,0.3518,6.0906,112.2531,3.9343,3.8067,0.4643
25 May 2016,0.0184,0.1014,2.7703,0.3477,6.0910,111.7268,3.9161,3.8070,0.4621
26 May 2016,0.0182,0.1008,2.7444,0.3450,6.0746,111.1278,3.8947,3.7951,0.4596
27 May 2016,0.0182,0.1006,2.7461,0.3458,6.0942,111.1066,3.8939,3.8089,0.4596
30 May 2016,0.0184,0.1007,2.7567,0.3489,6.1167,112.0897,3.9275,3.8228,0.4636
31 May 2016,0.0184,0.1017,2.7745,0.3484,6.1425,112.4165,3.9389,3.8391,0.4650
1 Jun 2016,0.0185,0.1021,2.8168,0.3497,6.1532,112.8338,3.9549,3.8458,0.4667
2 Jun 2016,0.0185,0.1022,2.8252,0.3493,6.1689,112.9700,3.9638,3.8554,0.4673
3 Jun 2016,0.0185,0.1021,2.8345,0.3498,6.1596,112.8626,3.9622,3.8489,0.4668
6 Jun 2016,0.0183,0.1005,2.8360,0.3464,6.1240,111.5830,3.9173,3.8275,0.4615
7 Jun 2016,0.0182,0.1000,2.8183,0.3413,6.0780,110.4804,3.8777,3.7987,0.4622
8 Jun 2016,0.0182,0.1000,2.8382,0.3413,6.0898,110.5787,3.8872,3.8044,0.4574
9 Jun 2016,0.0181,0.0997,2.8849,0.3421,6.0669,110.1975,3.8812,3.7917,0.4558
10 Jun 2016,0.0182,0.1003,2.8884,0.3443,6.0939,110.8918,3.9124,3.8089,0.4587
13 Jun 2016,0.0183,0.1009,2.8878,0.3444,6.0958,111.3924,3.9134,3.8099,0.4608
14 Jun 2016,0.0184,0.1013,2.8809,0.3458,6.1050,111.7646,3.9235,3.8156,0.4623
15 Jun 2016,0.0184,0.1011,2.8785,0.3455,6.1052,111.5543,3.9182,3.8156,0.4614
16 Jun 2016,0.0184,0.1011,2.8878,0.3457,6.0967,111.6269,3.9191,3.8104,0.4617
17 Jun 2016,0.0184,0.1003,2.8917,0.3463,6.1031,111.6269,3.9176,3.8144,0.4617
20 Jun 2016,0.0182,0.1002,2.8955,0.3437,6.0331,110.6195,3.8795,3.7713,0.4575
21 Jun 2016,0.0181,0.0995,2.8849,0.3413,5.9759,109.8300,3.8533,3.7348,0.4543
23 Jun 2016,0.0180,0.0991,2.8961,0.3423,5.9673,109.4080,3.8361,3.7295,0.4525
24 Jun 2016,0.0183,0.1008,2.8835,0.3469,6.0276,111.3531,3.9038,3.7672,0.4606
27 Jun 2016,0.0183,0.1010,2.8987,0.3486,6.0288,111.5180,3.9091,3.7683,0.4613
28 Jun 2016,0.0183,0.0999,2.8804,0.3439,5.9982,110.9735,3.8931,3.7490,0.4590
29 Jun 2016,0.0181,0.0990,2.8639,0.3433,5.9725,110.0251,3.8592,3.7329,0.4551
30 Jun 2016,0.0181,0.0988,2.8666,0.3440,5.9686,109.7754,3.8487,3.7305,0.4540
1 Jul 2016,0.0179,0.0985,2.8669,0.3417,5.9329,108.8709,3.8179,3.7082,0.4503
4 Jul 2016,0.0179,0.0985,2.8714,0.3416,5.9466,108.8226,3.8158,3.7157,0.4501
5 Jul 2016,0.0180,0.0992,2.8948,0.3455,5.9636,109.5820,3.8425,3.7272,0.4533
8 Jul 2016,0.0181,0.0993,2.9260,0.3449,5.9845,109.7832,3.8504,3.7404,0.4541
11 Jul 2016,0.0179,0.0985,2.8914,0.3402,5.9518,108.8333,3.8131,3.7198,0.4502
12 Jul 2016,0.0179,0.0981,2.9062,0.3388,5.9271,108.3704,3.7978,3.7045,0.4483
13 Jul 2016,0.0178,0.0979,2.8916,0.3377,5.9166,108.1254,3.7882,3.6979,0.4472
14 Jul 2016,0.0177,0.0973,2.8503,0.3363,5.9000,107.4929,3.7666,3.6875,0.4446
15 Jul 2016,0.0177,0.0973,2.8383,0.3362,5.8848,107.4720,3.7665,3.6779,0.4445
18 Jul 2016,0.0178,0.0980,2.8304,0.3363,5.9226,108.2343,3.7925,3.7018,0.4477
19 Jul 2016,0.0179,0.0986,2.8116,0.3384,5.9555,108.9013,3.8159,3.7221,0.4505
20 Jul 2016,0.0181,0.0993,2.8404,0.3421,5.9955,109.7119,3.8449,3.7473,0.4538
21 Jul 2016,0.0181,0.0996,2.8264,0.3415,6.0158,110.0856,3.8574,3.7598,0.4554
22 Jul 2016,0.0182,0.1002,2.8360,0.3437,6.0434,110.4259,3.8693,3.7771,0.4568
25 Jul 2016,0.0183,0.1003,2.8450,0.3453,6.0556,110.9296,3.8868,3.7848,0.4588
26 Jul 2016,0.0182,0.1001,2.8733,0.3419,6.0420,110.6861,3.8791,3.7763,0.4578
27 Jul 2016,0.0183,0.1005,2.8746,0.3447,6.0764,111.1368,3.8936,3.7978,0.4596
28 Jul 2016,0.0182,0.0997,2.8780,0.3423,6.0441,110.3458,3.8655,3.7776,0.4564
29 Jul 2016,0.0183,0.1003,2.8928,0.3447,6.0760,110.9508,3.8874,3.7974,0.4589
1 Aug 2016,0.0180,0.0989,2.8901,0.3397,6.0229,109.4035,3.8339,3.7644,0.4525
2 Aug 2016,0.0182,0.0994,2.9235,0.3421,6.0701,110.2701,3.8638,3.7933,0.4561
3 Aug 2016,0.0182,0.0994,2.9117,0.3426,6.0544,110.3322,3.8722,3.7840,0.4564
4 Aug 2016,0.0182,0.0994,2.9023,0.3427,6.0503,110.2958,3.8812,3.7815,0.4562
5 Aug 2016,0.0181,0.0983,2.9094,0.3410,6.0355,109.7302,3.8542,3.7714,0.4539
8 Aug 2016,0.0181,0.0985,2.8795,0.3413,6.0463,109.9344,3.8595,3.7789,0.4547
9 Aug 2016,0.0181,0.0982,2.8733,0.3404,6.0192,109.6303,3.8518,3.7620,0.4534
10 Aug 2016,0.0179,0.0976,2.8842,0.3373,5.9871,108.8241,3.8236,3.7420,0.4501
11 Aug 2016,0.0180,0.0983,2.8967,0.3381,5.9935,109.0857,3.8331,3.7459,0.4512
12 Aug 2016,0.0180,0.0987,2.8992,0.3397,6.0196,109.5924,3.8469,3.7622,0.4533
15 Aug 2016,0.0180,0.0983,2.8909,0.3369,5.9907,109.1493,3.8310,3.7436,0.4515
16 Aug 2016,0.0179,0.0980,2.9056,0.3362,5.9771,108.7590,3.8161,3.7358,0.4498
17 Aug 2016,0.0180,0.0983,2.9020,0.3376,5.9863,109.1040,3.8292,3.7426,0.4513
18 Aug 2016,0.0179,0.0975,2.9113,0.3341,5.9835,108.7951,3.8143,3.7397,0.4499
19 Aug 2016,0.0180,0.0978,2.9179,0.3367,5.9936,109.3852,3.8388,3.7459,0.4524
22 Aug 2016,0.0181,0.0989,2.9215,0.3368,5.9923,109.6636,3.8446,3.7464,0.4536
23 Aug 2016,0.0181,0.0988,2.9482,0.3356,6.0020,109.6364,3.8431,3.7515,0.4535
24 Aug 2016,0.0181,0.0990,2.9557,0.3333,6.0107,109.8209,3.8502,3.7566,0.4542
25 Aug 2016,0.0180,0.0987,2.9406,0.3365,5.9957,109.4731,3.8388,3.7473,0.4528
26 Aug 2016,0.0180,0.0986,2.9397,0.3330,5.9903,109.3505,3.8325,3.7439,0.4523
29 Aug 2016,0.0181,0.0992,2.9288,0.3344,6.0174,110.0644,3.8585,3.7608,0.4552
30 Aug 2016,0.0182,0.0994,2.9341,0.3367,6.0458,110.3715,3.8685,3.7785,0.4565
1 Sep 2016,0.0183,0.1000,2.9650,0.3372,6.0883,110.9977,3.8949,3.8050,0.4591
2 Sep 2016,0.0183,0.1003,2.9772,0.3380,6.1134,111.2563,3.9139,3.8209,0.4602
5 Sep 2016,0.0182,0.0999,2.9825,0.3366,6.1258,110.8071,3.9001,3.8109,0.4583
6 Sep 2016,0.0183,0.1001,2.9962,0.3354,6.1371,111.1278,3.9041,3.8343,0.4596
7 Sep 2016,0.0182,0.0998,3.0299,0.3342,6.1265,110.7254,3.8939,3.8290,0.4580
8 Sep 2016,0.0181,0.0991,3.0215,0.3311,6.0822,109.9842,3.8724,3.8013,0.4549
9 Sep 2016,0.0183,0.0989,3.0025,0.3340,6.1118,110.8600,3.9066,3.8199,0.4586
13 Sep 2016,0.0184,0.1001,3.0131,0.3381,6.1460,111.8281,3.9378,3.8445,0.4626
14 Sep 2016,0.0185,0.1003,2.9978,0.3388,6.1625,112.1547,3.9497,3.8515,0.4639
15 Sep 2016,0.0186,0.1009,3.0099,0.3380,6.1858,112.8385,3.9670,3.8661,0.4667
19 Sep 2016,0.0185,0.1014,3.0220,0.3335,6.1756,112.5888,3.9546,3.8614,0.4657
20 Sep 2016,0.0186,0.1016,3.0420,0.3333,6.1813,112.7945,3.9618,3.8633,0.4666
21 Sep 2016,0.0185,0.1014,3.0250,0.3327,6.1658,112.5087,3.9461,3.8536,0.4654
22 Sep 2016,0.0184,0.1008,3.0121,0.3313,6.1537,111.8553,3.9213,3.8463,0.4627
23 Sep 2016,0.0185,0.1002,2.9867,0.3321,6.1770,112.1260,3.9323,3.8604,0.4638
26 Sep 2016,0.0185,0.1015,2.9900,0.3327,6.1992,112.5798,3.9462,3.8747,0.4657
27 Sep 2016,0.0185,0.1013,3.0183,0.3306,6.2057,112.3530,3.9403,3.8788,0.4647
28 Sep 2016,0.0185,0.1016,3.0024,0.3302,6.2248,112.6389,3.9530,3.8905,0.4659
29 Sep 2016,0.0185,0.1012,2.9976,0.3287,6.1621,112.2107,3.9382,3.8512,0.4641
30 Sep 2016,0.0185,0.1016,3.0015,0.3277,6.2043,112.5888,3.9544,3.8784,0.4657
4 Oct 2016,0.0185,0.1017,3.0067,0.3252,6.2083,112.3758,3.9499,3.8802,0.4648
5 Oct 2016,0.0186,0.1017,2.9756,0.3263,6.2219,112.7250,3.9628,3.8887,0.4663
6 Oct 2016,0.0186,0.1011,2.9690,0.3266,6.2147,112.7568,3.9641,3.8842,0.4664
7 Oct 2016,0.0186,0.1020,2.9603,0.3280,6.2203,113.0563,3.9708,3.8877,0.4676
10 Oct 2016,0.0186,0.1020,2.9664,0.3309,6.2326,112.9836,3.9684,3.8954,0.4673
11 Oct 2016,0.0187,0.1026,2.9493,0.3343,6.2665,113.5977,3.9900,3.9178,0.4699
12 Oct 2016,0.0188,0.1032,2.9700,0.3365,6.2823,114.3495,4.0170,3.9418,0.4730
13 Oct 2016,0.0189,0.1037,2.9736,0.3341,6.3036,114.8987,4.0319,3.9400,0.4752
14 Oct 2016,0.0188,0.1032,2.9838,0.3315,6.2865,114.2783,4.0108,3.9291,0.4727
17 Oct 2016,0.0189,0.1036,3.0028,0.3328,6.3107,114.7972,4.0263,3.9442,0.4748
18 Oct 2016,0.0188,0.1035,3.0187,0.3309,6.2918,114.2239,4.0062,3.9324,0.4725
19 Oct 2016,0.0188,0.1035,3.0247,0.3291,6.2889,114.1500,4.0079,3.9285,0.4721
20 Oct 2016,0.0188,0.1033,3.0274,0.3279,6.2767,114.0986,4.0026,3.9231,0.4719
21 Oct 2016,0.0188,0.1033,2.9996,0.3262,6.2613,114.0364,3.9978,3.9128,0.4717
24 Oct 2016,0.0187,0.1030,2.9923,0.3256,6.2450,113.6599,3.9839,3.9033,0.4701
25 Oct 2016,0.0186,0.1027,2.9760,0.3232,6.2262,113.3332,3.9662,3.8913,0.4688
26 Oct 2016,0.0186,0.1027,2.9887,0.3227,6.2315,113.3301,3.9743,3.8950,0.4688
27 Oct 2016,0.0187,0.1032,2.9898,0.3258,6.2611,113.9820,3.9961,3.9124,0.4715
28 Oct 2016,0.0188,0.1036,2.9979,0.3265,6.2819,114.3087,4.0068,3.9253,0.4728
31 Oct 2016,0.0188,0.1036,3.0006,0.3263,6.2852,114.2406,4.0040,3.9234,0.4725
1 Nov 2016,0.0188,0.1029,3.0026,0.3251,6.2741,114.0092,3.9967,3.9212,0.4716
2 Nov 2016,0.0188,0.1034,3.0374,0.3260,6.2735,114.0605,3.9978,3.9209,0.4718
3 Nov 2016,0.0188,0.1034,3.0548,0.3261,6.2758,114.0061,3.9976,3.9224,0.3074
4 Nov 2016,0.0188,0.1039,3.0756,0.3285,6.2960,114.3752,4.0115,3.9350,0.2734
7 Nov 2016,0.0189,0.1047,3.0742,0.3303,6.3110,114.6459,4.0208,3.9434,0.2470
8 Nov 2016,0.0188,0.1039,3.0831,0.3270,6.3015,114.3950,4.0154,3.9381,0.2447
9 Nov 2016,0.0189,0.1047,3.0877,0.3297,6.3609,115.0679,4.0381,3.9756,0.2410
10 Nov 2016,0.0191,0.1055,3.1041,0.3307,6.4120,115.9742,4.0700,4.0074,0.2457
11 Nov 2016,0.0192,0.1066,3.0790,0.3322,6.3769,116.6590,4.0927,3.9872,0.2642
14 Nov 2016,0.0194,0.1078,3.0656,0.3357,6.3918,117.8841,4.1327,4.0253,0.2785
15 Nov 2016,0.0194,0.1075,3.0848,0.3349,6.4043,117.9890,4.1400,4.0027,0.2799
16 Nov 2016,0.0194,0.1075,3.0861,0.3361,6.4152,118.4837,4.1557,4.0097,0.2805
17 Nov 2016,0.0196,0.1092,3.1231,0.3382,6.4829,119.6194,4.1925,4.0515,0.2804
18 Nov 2016,0.0196,0.1098,3.1068,0.3416,6.4810,120.2390,4.2152,4.0507,0.2752
21 Nov 2016,0.0196,0.1098,3.1078,0.3392,6.4941,120.3512,4.2180,4.0556,0.2515
22 Nov 2016,0.0196,0.1099,3.1298,0.3410,6.4905,120.4977,4.2233,4.0557,0.2529
23 Nov 2016,0.0196,0.1104,3.1371,0.3383,6.4858,120.9485,4.2380,4.0539,0.2532
24 Nov 2016,0.0196,0.1108,3.1188,0.3397,6.4838,121.4469,4.2576,4.0524,0.2538
25 Nov 2016,0.0196,0.1109,3.1431,0.3398,6.5206,121.5595,4.2595,4.0754,0.2523
28 Nov 2016,0.0197,0.1108,3.1653,0.3396,6.4923,121.4964,4.2571,4.0577,0.2529
29 Nov 2016,0.0197,0.1109,3.1655,0.3401,6.5019,121.5916,4.2604,4.0639,0.2492
30 Nov 2016,0.0197,0.1110,3.1979,0.3391,6.5221,121.5867,4.2574,4.0769,0.2485
1 Dec 2016,0.0197,0.1110,3.1679,0.3396,6.5404,121.6649,4.2651,4.0878,0.2504
2 Dec 2016,0.0196,0.1108,3.1612,0.3381,6.5329,121.3280,4.2522,4.0804,0.2511
5 Dec 2016,0.0196,0.1097,3.1571,0.3387,6.5246,121.0880,4.2448,4.0766,0.2475
6 Dec 2016,0.0195,0.1103,3.1646,0.3365,6.5332,120.8532,4.2367,4.0834,0.2473
7 Dec 2016,0.0195,0.1101,3.1600,0.3346,6.5357,120.7068,4.2329,4.0849,0.2462
8 Dec 2016,0.0195,0.1098,3.1898,0.3325,6.5628,120.3888,4.2217,4.1018,0.2433
9 Dec 2016,0.0196,0.1099,3.1747,0.3331,6.5597,120.4313,4.2189,4.0974,0.2448
13 Dec 2016,0.0196,0.1102,3.1865,0.3336,6.5743,120.7885,4.2335,4.1091,0.2438
14 Dec 2016,0.0196,0.1104,3.2073,0.3297,6.5861,121.0182,4.2416,4.1163,0.2400
15 Dec 2016,0.0196,0.1109,3.1666,0.3307,6.5899,121.5661,4.2595,4.1186,0.2424
16 Dec 2016,0.0197,0.1112,3.1463,0.3280,6.6035,121.9047,4.2716,4.1272,0.2431
19 Dec 2016,0.0197,0.1117,3.1236,0.3248,6.6140,121.9741,4.2723,4.1339,0.2413
20 Dec 2016,0.0197,0.1115,3.0957,0.3261,6.5896,121.8998,4.2714,4.1185,0.2290
21 Dec 2016,0.0197,0.1116,3.0965,0.3258,6.5977,121.9692,4.2733,4.1249,0.2289
22 Dec 2016,0.0197,0.1115,3.0950,0.3238,6.5877,121.8619,4.2695,4.1173,0.2326
23 Dec 2016,0.0197,0.1115,3.0915,0.3267,6.5981,121.8858,4.2715,4.1239,0.2356
27 Dec 2016,0.0197,0.1116,3.0882,0.3286,6.5875,121.9453,4.2734,4.1172,0.2327
28 Dec 2016,0.0197,0.1117,3.1045,0.3288,6.5703,122.0273,4.2757,4.1067,0.2307
29 Dec 2016,0.0197,0.1117,3.1183,0.3288,6.5830,122.0953,4.2781,4.1144,0.2339
30 Dec 2016,0.0197,0.1118,3.1175,0.3291,6.6063,122.1345,4.2885,4.1289,0.2425
3 Jan 2017,0.0197,0.1119,3.1209,0.3328,6.5889,122.3198,4.2910,4.1182,0.2465
4 Jan 2017,0.0198,0.1120,3.1238,0.3332,6.5982,122.4815,4.2923,4.1238,0.2496
5 Jan 2017,0.0198,0.1117,3.1305,0.3330,6.6065,122.1056,4.2806,4.1291,0.2481
6 Jan 2017,0.0198,0.1114,3.1398,0.3330,6.5826,121.8486,4.2719,4.1140,0.2476
9 Jan 2017,0.0198,0.1115,3.1203,0.3304,6.5657,121.8825,4.2725,4.1044,0.2450
10 Jan 2017,0.0198,0.1115,3.1395,0.3307,6.5674,121.8231,4.2706,4.1047,0.2413
11 Jan 2017,0.0198,0.1114,3.1358,0.3299,6.5406,121.7191,4.2668,4.0906,0.2407
12 Jan 2017,0.0198,0.1111,3.1764,0.3280,6.5610,121.4691,4.2570,4.1006,0.2367
13 Jan 2017,0.0198,0.1103,3.1740,0.3286,6.5404,121.4947,4.2579,4.0881,0.2358
16 Jan 2017,0.0198,0.1113,3.1622,0.3313,6.5503,121.5933,4.2615,4.0944,0.2369
17 Jan 2017,0.0198,0.1113,3.2000,0.3308,6.5669,121.5846,4.2608,4.1043,0.2404
